act_number,tree_adress,Latitude,Longitude,tree_cut_requester,tree_characteristics,number,date,cutting_act,was_cut,date_number,date_UTF,tree_adress_shorten
"№ 3614
 від 09.01.18","м. Кропивницький вздовж русла річки Інгул (від мосту по вул. Київській до гідротехнічної споруди
 КП «Теплоенергетик»",48.52893456642551,32.24599889571927,ГУ ЖКГ Міської ради міста Кропивницького,клен діам. 30-60 см,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул
"№ 3614
 від 09.01.18","м. Кропивницький вздовж русла річки Інгул (від мосту по вул. Київській до гідротехнічної споруди
 КП «Теплоенергетик»",48.52890111667576,32.24480533551237,ГУ ЖКГ Міської ради міста Кропивницького,клен діам. 30-60 см,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул
"№ 3614
 від 09.01.18","м. Кропивницький вздовж русла річки Інгул (від мосту по вул. Київській до гідротехнічної споруди
 КП «Теплоенергетик»",48.52860324205173,32.24583401581578,ГУ ЖКГ Міської ради міста Кропивницького,клен діам. 30-60 см,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул
"№ 3614
 від 09.01.18","м. Кропивницький вздовж русла річки Інгул (від мосту по вул. Київській до гідротехнічної споруди
 КП «Теплоенергетик»",48.529165267061366,32.24567294922844,ГУ ЖКГ Міської ради міста Кропивницького,клен діам. 30-60 см,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул
"№ 3614
 від 09.01.18","м. Кропивницький вздовж русла річки Інгул (від мосту по вул. Київській до гідротехнічної споруди
 КП «Теплоенергетик»",48.52988068850999,32.245096664829695,ГУ ЖКГ Міської ради міста Кропивницького,клен діам. 30-60 см,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул
"№ 3614
 від 09.01.18","м. Кропивницький вздовж русла річки Інгул (від мосту по вул. Київській до гідротехнічної споруди
 КП «Теплоенергетик»",48.52976256059919,32.24520491114514,ГУ ЖКГ Міської ради міста Кропивницького,клен діам. 30-60 см,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул
"№ 3614
 від 09.01.18","м. Кропивницький вздовж русла річки Інгул (від мосту по вул. Київській до гідротехнічної споруди
 КП «Теплоенергетик»",48.528763827109714,32.245102347837665,ГУ ЖКГ Міської ради міста Кропивницького,верба плакуча діам. 50-60 см,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул
"№ 3614
 від 09.01.18","м. Кропивницький вздовж русла річки Інгул (від мосту по вул. Київській до гідротехнічної споруди
 КП «Теплоенергетик»",48.52896913487002,32.245697210007975,ГУ ЖКГ Міської ради міста Кропивницького,верба плакуча діам. 50-60 см,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул
"№ 3614
 від 09.01.18","м. Кропивницький вздовж русла річки Інгул (від мосту по вул. Київській до гідротехнічної споруди
 КП «Теплоенергетик»",48.5294579196444,32.245665838959575,ГУ ЖКГ Міської ради міста Кропивницького,верба плакуча діам. 50-60 см,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул
"№ 3614
 від 09.01.18","м. Кропивницький вздовж русла річки Інгул (від мосту по вул. Київській до гідротехнічної споруди
 КП «Теплоенергетик»",48.52907903038858,32.24466207907527,ГУ ЖКГ Міської ради міста Кропивницького,тополя пірамідальна діам. 60-70 см,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул
"№ 3614
 від 09.01.18","м. Кропивницький вздовж русла річки Інгул (від мосту по вул. Київській до гідротехнічної споруди
 КП «Теплоенергетик»",48.529075017560935,32.244837456703515,ГУ ЖКГ Міської ради міста Кропивницького,тополя пірамідальна діам. 60-70 см,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул
"№ 3614
 від 09.01.18","м. Кропивницький вздовж русла річки Інгул (від мосту по вул. Київській до гідротехнічної споруди
 КП «Теплоенергетик»",48.528585286231724,32.246000220637036,ГУ ЖКГ Міської ради міста Кропивницького,тополя пірамідальна діам. 60-70 см,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький вздовж русла річки Інгул
"№ 3615
 від 09.01.18","м. Кропивницький вул. Вокзальна, 39-ф",48.51641612013259,32.252640479881116,ПП «Босфор-Люкс»,тополя діам. 70-75 см,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Вокзальна, 39-ф"
"№ 3616
 від 18.01.18","м. Кропивницький вул. Юрія Краснокутського, 1-а",48.539419648989686,32.262253573691495,КП «ЖЕО № 1» Міської ради міста Кропивницького,клен діам. 40-45 см,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Юрія Краснокутського, 1-а"
"№ 3616
 від 18.01.18","м. Кропивницький вул. Юрія Краснокутського, 1-а",48.53898440916677,32.261031612173944,КП «ЖЕО № 1» Міської ради міста Кропивницького,клен діам. 35-40 см,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Юрія Краснокутського, 1-а"
"№ 3617
 від 18.01.18","м. Кропивницький вул. Будівельників, 1-а",48.56175833849921,32.241993310030736,КП «ЖЕО № 1» Міської ради міста Кропивницького,сосна діам. 30-35 см,1,№ 345-в від 20.01.18,20.01.18,True,№ 345-в,20.01.18,"м. Кропивницький вул. Будівельників, 1-а"
"№ 3618
 від 18.01.18","м. Кропивницький вул. Варшавська, 2-б (між під. № 5 та № 6)",48.50767291512513,32.26305232356708,КП «ЖЕО № 1» Міської ради міста Кропивницького,горіх діам. 25-30 см,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Варшавська, 2-б"
"№ 3619
 від 18.01.18",м. Кропивницький вул. Декабристів (у дворі будинків № 23-а та 23-б),48.51131737984387,32.26351587667103,КП «ЖЕО № 1» Міської ради міста Кропивницького,акація діам. 40-45 см,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,м. Кропивницький вул. Декабристів
"№ 3620
 від 18.01.18","м. Кропивницький вул. Кропивницького, 80 (позаду під'їзду № 1)",48.508706625235384,32.261937641282145,КП «ЖЕО № 2» Міської ради міста Кропивницького,абрикос діам. 20-25 см,1,№ 328/03-01-06 від 16.02.18,16.02.18,True,№ 328/03-01-06,16.02.18,"м. Кропивницький вул. Кропивницького, 80"
"№ 3621
 від 18.01.18","м. Кропивницький вул. Євгена Тельнова, 2, корп. 2 (навпроти під'їзду № 3)",48.50148231650683,32.23438989942059,КП «ЖЕО № 3» Міської ради міста Кропивницького,яблуня діам. 20-30 см,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Євгена Тельнова, 2, корп. 2"
"№ 3621
 від 18.01.18","м. Кропивницький вул. Євгена Тельнова, 2, корп. 2 (навпроти під'їзду № 3)",48.502112707180665,32.23500585786579,КП «ЖЕО № 3» Міської ради міста Кропивницького,яблуня діам. 20-30 см,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Євгена Тельнова, 2, корп. 2"
"№ 3621
 від 18.01.18","м. Кропивницький вул. Євгена Тельнова, 2, корп. 2 (навпроти під'їзду № 3)",48.501265287428296,32.23556666555564,КП «ЖЕО № 3» Міської ради міста Кропивницького,яблуня діам. 20-30 см,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Євгена Тельнова, 2, корп. 2"
"№ 3621
 від 18.01.18","м. Кропивницький вул. Євгена Тельнова, 2, корп. 2 (навпроти під'їзду № 3)",48.50149071318341,32.23514955013604,КП «ЖЕО № 3» Міської ради міста Кропивницького,яблуня діам. 20-30 см,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Євгена Тельнова, 2, корп. 2"
"№ 3621
 від 18.01.18","м. Кропивницький вул. Євгена Тельнова, 2, корп. 2 (навпроти під'їзду № 3)",48.50105541835186,32.23435663958487,КП «ЖЕО № 3» Міської ради міста Кропивницького,яблуня діам. 20-30 см,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Євгена Тельнова, 2, корп. 2"
"№ 3621
 від 18.01.18","м. Кропивницький вул. Євгена Тельнова, 2, корп. 2 (навпроти під'їзду № 3)",48.50098857484027,32.23497120001781,КП «ЖЕО № 3» Міської ради міста Кропивницького,яблуня діам. 20-30 см,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Євгена Тельнова, 2, корп. 2"
"№ 3621
 від 18.01.18","м. Кропивницький вул. Євгена Тельнова, 2, корп. 2 (навпроти під'їзду № 3)",48.50128114577373,32.235350512883755,КП «ЖЕО № 3» Міської ради міста Кропивницького,яблуня діам. 20-30 см,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Євгена Тельнова, 2, корп. 2"
"№ 3621
 від 18.01.18","м. Кропивницький вул. Євгена Тельнова, 2, корп. 2 (навпроти під'їзду № 3)",48.502674779577106,32.23386741094627,КП «ЖЕО № 3» Міської ради міста Кропивницького,яблуня діам. 20-30 см,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Євгена Тельнова, 2, корп. 2"
"№ 3622
 від 18.01.18","м. Кропивницький вул. Волкова, 20, корп. 1",48.50436082674185,32.2233442939301,КП «ЖЕО № 3» Міської ради міста Кропивницького,тополя діам. 35-40 см,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Волкова, 20, корп. 1"
"№ 3622
 від 18.01.18","м. Кропивницький вул. Волкова, 20, корп. 1",48.5055169845763,32.222394575199324,КП «ЖЕО № 3» Міської ради міста Кропивницького,горіх діам. 85-90 см,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Волкова, 20, корп. 1"
"№ 3622
 від 18.01.18","м. Кропивницький вул. Волкова, 20, корп. 1",48.50577980777464,32.223447568928954,КП «ЖЕО № 3» Міської ради міста Кропивницького,горіх діам. 25-30 см,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Волкова, 20, корп. 1"
"№ 3623
 від 18.01.18","м. Кропивницький вул. Волкова, 14, корп. 1",48.50739823000157,32.22423376402875,КП «ЖЕО № 3» Міської ради міста Кропивницького,вишня діам. 10-15 см,1,№ 933/03-01-06 від 06.04.18,06.04.18,True,№ 933/03-01-06,06.04.18,"м. Кропивницький вул. Волкова, 14, корп. 1"
"№ 3623
 від 18.01.18","м. Кропивницький вул. Волкова, 14, корп. 1",48.507366133498714,32.22363353360134,КП «ЖЕО № 3» Міської ради міста Кропивницького,вишня діам. 20-25 см,1,№ 933/03-01-06 від 06.04.18,06.04.18,True,№ 933/03-01-06,06.04.18,"м. Кропивницький вул. Волкова, 14, корп. 1"
"№ 3623
 від 18.01.18","м. Кропивницький вул. Волкова, 14, корп. 1",48.50705434350936,32.22377611607679,КП «ЖЕО № 3» Міської ради міста Кропивницького,вишня діам. 20-25 см,1,№ 933/03-01-06 від 06.04.18,06.04.18,True,№ 933/03-01-06,06.04.18,"м. Кропивницький вул. Волкова, 14, корп. 1"
"№ 3623
 від 18.01.18","м. Кропивницький вул. Волкова, 14, корп. 1",48.50842232046834,32.222545743098465,КП «ЖЕО № 3» Міської ради міста Кропивницького,вишня діам. 20-25 см,1,№ 933/03-01-06 від 06.04.18,06.04.18,True,№ 933/03-01-06,06.04.18,"м. Кропивницький вул. Волкова, 14, корп. 1"
"№ 3623
 від 18.01.18","м. Кропивницький вул. Волкова, 14, корп. 1",48.506959408404576,32.22356546009716,КП «ЖЕО № 3» Міської ради міста Кропивницького,тополя діам. 60-65 см,1,№ 933/03-01-06 від 06.04.18,06.04.18,True,№ 933/03-01-06,06.04.18,"м. Кропивницький вул. Волкова, 14, корп. 1"
"№ 3623
 від 18.01.18","м. Кропивницький вул. Волкова, 14, корп. 1",48.50809998907296,32.22312867549314,КП «ЖЕО № 3» Міської ради міста Кропивницького,тополя діам. 60-65 см,1,№ 933/03-01-06 від 06.04.18,06.04.18,True,№ 933/03-01-06,06.04.18,"м. Кропивницький вул. Волкова, 14, корп. 1"
"№ 3624
 від 18.01.18","м. Кропивницький вул. Бєляєва,7, корп. 3 (за будинком)",48.51058937452362,32.22685113131794,КП «ЖЕО № 3» Міської ради міста Кропивницького,береза діам. 30-35 см,1,№ 818/03-01-06 від 26.03.18,26.03.18,True,№ 818/03-01-06,26.03.18,"м. Кропивницький вул. Бєляєва,7, корп. 3"
"№ 3625
 від 18.01.18","м. Кропивницький вул. Олексія Волохова,9/1 (у дворі біля дитячого майданчика)",48.508671953566484,32.2632914030711,КП «ЖЕО № 3» Міської ради міста Кропивницького,горіх діам. 15-20 см,1,№ 933/03-01-06 від 06.04.18,06.04.18,True,№ 933/03-01-06,06.04.18,"м. Кропивницький вул. Олексія Волохова,9/1"
"№ 3626
 від 18.01.18","м. Кропивницький просп. Перемоги, 14 (за будинком)",48.519084339912496,32.25102452123873,ОСББ «Перемоги 14-Ковалівка»,вишня діам. 10-15 см,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький просп. Перемоги, 14"
"№ 3626
 від 18.01.18","м. Кропивницький просп. Перемоги, 14 (за будинком)",48.519594101854345,32.25097146613037,ОСББ «Перемоги 14-Ковалівка»,вишня діам. 10-15 см,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький просп. Перемоги, 14"
"№ 3626
 від 18.01.18","м. Кропивницький просп. Перемоги, 14 (за будинком)",48.519544813535376,32.25229261508947,ОСББ «Перемоги 14-Ковалівка»,вишня діам. 10-15 см,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький просп. Перемоги, 14"
"№ 3626
 від 18.01.18","м. Кропивницький просп. Перемоги, 14 (за будинком)",48.51974856457617,32.25212319368921,ОСББ «Перемоги 14-Ковалівка»,вишня діам. 10-15 см,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький просп. Перемоги, 14"
"№ 3626
 від 18.01.18","м. Кропивницький просп. Перемоги, 14 (за будинком)",48.52035864394947,32.25178790566531,ОСББ «Перемоги 14-Ковалівка»,вишня діам. 10-15 см,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький просп. Перемоги, 14"
"№ 3626
 від 18.01.18","м. Кропивницький просп. Перемоги, 14 (за будинком)",48.52026742770036,32.25216156625996,ОСББ «Перемоги 14-Ковалівка»,вишня діам. 10-15 см,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький просп. Перемоги, 14"
"№ 3626
 від 18.01.18","м. Кропивницький просп. Перемоги, 14 (за будинком)",48.519613613690424,32.25079780506674,ОСББ «Перемоги 14-Ковалівка»,вишня діам. 10-15 см,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький просп. Перемоги, 14"
"№ 3626
 від 18.01.18","м. Кропивницький просп. Перемоги, 14 (за будинком)",48.520547759368974,32.25121561530525,ОСББ «Перемоги 14-Ковалівка»,слива діам. 10-15 см,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький просп. Перемоги, 14"
"№ 3627
 від 18.01.18","м. Кропивницький пров. Кінний, 3 (на території закладу)",48.507356495003435,32.26217333348571,ДНЗ № 73 «Червона квіточка»,груша діам. 15-20 см,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький пров. Кінний, 3"
