,Unnamed: 0,act_number,tree_adress,Latitude,Longitude,tree_cut_requester,tree_characteristics,number,date,cutting_act,was_cut,date_number,date_UTF,tree_adress_shorten
155,155,"№ 3666
 від 11.04.18","м. Кропивницький вул. Кавалерійська, 17/19",48.5140509,32.25720949999989,Кіровоградський обласний військовий комісаріат,верба плакуча,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Кавалерійська, 17/19"
156,156,"№ 3667
 від 11.04.18","м. Кропивницький вул. Короленка, 58 (на території)",48.5398811,32.261993100000005,Кіровоградський обласний госпіталь для ветеранів війни,сосна,9,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Короленка, 58"
157,157,"№ 3668
 від 11.04.18","м. Кропивницький вул. Добровольського, 1 (парк «Авіаторів»)",48.533182,32.275996,ЛАНАУ,ясен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Добровольського, 1"
158,158,"№ 3668
 від 11.04.18","м. Кропивницький вул. Добровольського, 1 (парк «Авіаторів»)",48.53375,32.275794,ЛАНАУ,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Добровольського, 1"
159,159,"№ 3668
 від 11.04.18",м. Кропивницький авіаційний загін,48.50793300000644,32.262492,ЛАНАУ,клен,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький авіаційний загін
160,160,"№ 3668
 від 11.04.18",м. Кропивницький авіаційний загін,48.507933000001316,32.262935,ЛАНАУ,яблуня,1,NotYet,NotYet,False,NotYet,NotYet,м. Кропивницький авіаційний загін
161,161,"№ 3669
 від 11.04.18","м. Кропивницький вул. Волкова, 18-а (на території закладу)",48.5058555,32.222871500000004,ДНЗ № 17 «Орлятко»,вишня,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Волкова, 18-а"
162,162,"№ 3670
 від 11.04.18","м. Кропивницький вул. Шевченка, 41-а ДНЗ № 2 «Ятранчик»",48.51133610000187,32.2723466,МЧС Міської ради,ялина,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Шевченка, 41-а ДНЗ № 2 «Ятранчик»"
163,163,"№ 3670
 від 11.04.18","м. Кропивницький вул. Комарова, 60 ДНЗ № 22 «Оленка»",48.493829,32.2365882,МЧС Міської ради,черешня,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Комарова, 60 ДНЗ № 22 «Оленка»"
164,164,"№ 3670
 від 11.04.18","м. Кропивницький вул. Таврійська, 29/32 (на території КЗ НВО № 1 «Перлинка",48.507933000008286,32.26254,МЧС Міської ради,акація,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Таврійська, 29/32"
165,165,"№ 3671
 від 11.04.18","м. Кропивницький вул. Велика Перспективна, 11/11, корп. 7",48.51532570000394,32.2721253999935,МЧС Міської ради,яблуня,1,№ 1017/03-01-06 від 17.04.18,17.04.18,True,№ 1017/03-01-06,17.04.18,"м. Кропивницький вул. Велика Перспективна, 11/11, корп. 7"
166,166,"№ 3672
 від 11.04.18","м. Кропивницький вул. Яновського, 54",48.4944784,32.2526103,МЧС Міської ради,тополя,1,№ 1017/03-01-06 від 17.04.18,17.04.18,True,№ 1017/03-01-06,17.04.18,"м. Кропивницький вул. Яновського, 54"
167,167,"№ 3673
 від 11.04.18","м. Кропивницький вул. Василя Нікітіна, 23-г (біля під. № 1 та навпроти під. № 2 та № 3)",48.5273302,32.2731957,ПП «Кіровоградська компанія інвестиційного булівництва «Кіровоградінвестбуд»,тополя,2,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Василя Нікітіна, 23-г"
168,168,"№ 3674
 від 11.04.18","м. Кропивницький вул. Комарова, 11 (на території НЗ № 52 «Казковий»)",48.5031716,32.24702100000036,Управління освіти Міської ради,тополя,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Комарова, 11"
169,169,"№ 3674
 від 11.04.18","м. Кропивницький вул. Комарова, 11 (на території НЗ № 52 «Казковий»)",48.503150700000006,32.247021000000714,Управління освіти Міської ради,клен,2,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Комарова, 11"
170,170,"№ 3674
 від 11.04.18","м. Кропивницький вул. Комарова, 11 (на території НЗ № 52 «Казковий»)",48.503141,32.24702100000053,Управління освіти Міської ради,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Комарова, 11"
171,171,"№ 3674
 від 11.04.18","м. Кропивницький вул. Комарова, 11 (на території НЗ № 52 «Казковий»)",48.503111,32.24702100000065,Управління освіти Міської ради,абрикос,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Комарова, 11"
172,172,"№ 3674
 від 11.04.18","м. Кропивницький вул. Комарова, 11 (на території НЗ № 52 «Казковий»)",48.503175,32.247021000000856,Управління освіти Міської ради,абрикос,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Комарова, 11"
173,173,"№ 3674
 від 11.04.18","м. Кропивницький вул. Комарова, 11 (на території НЗ № 52 «Казковий»)",48.5031768,32.24702100000022,Управління освіти Міської ради,берест,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Комарова, 11"
174,174,"№ 3674
 від 11.04.18","м. Кропивницький вул. Комарова, 11 (на території НЗ № 52 «Казковий»)",48.5031784,32.2470210000004,Управління освіти Міської ради,горобина,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Комарова, 11"
175,175,"№ 3674
 від 11.04.18","м. Кропивницький вул. Комарова, 11 (на території НЗ № 52 «Казковий»)",48.5031883,32.24702100000051,Управління освіти Міської ради,яблуня,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Комарова, 11"
176,176,"№ 3675
 від 11.04.18","м. Кропивницький вул. Волкова, 3-в",48.50014,32.219185,ПП «Інтелтех-Л А»,горіх,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Волкова, 3-в"
177,177,"№ 3675
 від 11.04.18","м. Кропивницький вул. Волкова, 3-в",48.500433,32.219713,ПП «Інтелтех-Л А»,акація,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Волкова, 3-в"
178,178,"№ 3675
 від 11.04.18","м. Кропивницький вул. Волкова, 3-в",48.500309,32.219347,ПП «Інтелтех-Л А»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Волкова, 3-в"
179,179,"№ 3675
 від 11.04.18","м. Кропивницький вул. Волкова, 3-в",48.500464,32.219297999999995,ПП «Інтелтех-Л А»,берест,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Волкова, 3-в"
180,180,"№ 3675
 від 11.04.18","м. Кропивницький вул. Волкова, 3-в",48.500711,32.219413,ПП «Інтелтех-Л А»,берест,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Волкова, 3-в"
181,181,"№ 3675
 від 11.04.18","м. Кропивницький вул. Волкова, 3-в",48.500545,32.219605,ПП «Інтелтех-Л А»,верба плакуча,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Волкова, 3-в"
182,182,"№ 3675
 від 11.04.18","м. Кропивницький вул. Волкова, 3-в",48.50097,32.2193,ПП «Інтелтех-Л А»,верба плакуча,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Волкова, 3-в"
183,183,"№ 3675
 від 11.04.18","м. Кропивницький вул. Волкова, 3-в",48.500524,32.219559999999994,ПП «Інтелтех-Л А»,верба плакуча,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Волкова, 3-в"
184,184,"№ 3675
 від 11.04.18","м. Кропивницький вул. Волкова, 3-в",48.50019,32.219204,ПП «Інтелтех-Л А»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Волкова, 3-в"
185,185,"№ 3675
 від 11.04.18","м. Кропивницький вул. Волкова, 3-в",48.500446,32.219559000000004,ПП «Інтелтех-Л А»,горіх,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Волкова, 3-в"
186,186,"№ 3676
 від 11.04.18","м. Кропивницький вул. Курганна, 2-а (на території)",48.4932425,32.2390422,ДНЗ № 65 «Лукомор'я»,акація,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Курганна, 2-а"
187,187,"№ 3676
 від 11.04.18","м. Кропивницький вул. Курганна, 2-а (на території)",48.4932566,32.2390237,ДНЗ № 65 «Лукомор'я»,тополя,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Курганна, 2-а"
188,188,"№ 3676
 від 11.04.18","м. Кропивницький вул. Курганна, 2-а (на території)",48.4932881,32.239033899999995,ДНЗ № 65 «Лукомор'я»,абрикос,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Курганна, 2-а"
189,189,"№ 3676
 від 11.04.18","м. Кропивницький вул. Курганна, 2-а (на території)",48.4932244,32.239074,ДНЗ № 65 «Лукомор'я»,черешня,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Курганна, 2-а"
190,190,"№ 3676
 від 11.04.18","м. Кропивницький вул. Курганна, 2-а (на території)",48.4932128,32.2390701,ДНЗ № 65 «Лукомор'я»,горобина,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Курганна, 2-а"
191,191,"№ 3677
 від 11.04.18","м. Кропивницький вул. Яновського, 62-а (на території)",48.49556870000304,32.2482962,ДНЗ № 70 «Оленка»,груша,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Яновського, 62-а"
192,192,"№ 3677
 від 11.04.18","м. Кропивницький вул. Яновського, 62-а (на території)",48.495568700006025,32.2482518,ДНЗ № 70 «Оленка»,черешня,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Яновського, 62-а"
193,193,"№ 3677
 від 11.04.18","м. Кропивницький вул. Яновського, 62-а (на території)",48.49556870000122,32.24828,ДНЗ № 70 «Оленка»,черемха,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Яновського, 62-а"
194,194,"№ 3677
 від 11.04.18","м. Кропивницький вул. Яновського, 62-а (на території)",48.495568700002664,32.2482875,ДНЗ № 70 «Оленка»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Яновського, 62-а"
195,195,"№ 3677
 від 11.04.18","м. Кропивницький вул. Яновського, 62-а (на території)",48.49556870000211,32.2482566,ДНЗ № 70 «Оленка»,абрикос,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Яновського, 62-а"
196,196,"№ 3677
 від 11.04.18","м. Кропивницький вул. Яновського, 62-а (на території)",48.49556870000307,32.248211,ДНЗ № 70 «Оленка»,слива,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Яновського, 62-а"
197,197,"№ 3677
 від 11.04.18","м. Кропивницький вул. Яновського, 62-а (на території)",48.495568700006295,32.2482837,ДНЗ № 70 «Оленка»,абрикос,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Яновського, 62-а"
198,198,"№ 3678
 від 11.04.18","м. Кропивницький вул. Херсонська, 115/6",48.4870189,32.2893392,гр. Григорвш А.С.,акація,3,№ 1017/03-01-06 від 17.04.18,17.04.18,True,№ 1017/03-01-06,17.04.18,"м. Кропивницький вул. Херсонська, 115/6"
199,199,"№ 3679
 від 11.04.18","м. Кропивницький вул. Тараса Карпи, 76",48.507783,32.268477399999995,Кіровоградське обласне управління лісового та мисливського господарства,ялина,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Тараса Карпи, 76"
200,200,"№ 3680
 від 11.04.18","м. Кропивницький вул. Преображенська, 103 (на території ДНЗ «Перлинка»)",48.498706,32.28773310000045,Управління освіти Міської ради,акація,3,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Преображенська, 103"
201,201,"№ 3681
 від 17.04.18","м. Кропивницький вул. Андріївська, навпроти ТОВ «Енерогобудпроект»",48.5068425,32.24579770000081,Управління освіти Міської ради,тополя,1,№ 1017/03-01-06 від 17.04.18,17.04.18,True,№ 1017/03-01-06,17.04.18,"м. Кропивницький вул. Андріївська, навпроти ТОВ «Енерогобудпроект»"
202,202,"№ 3682
 від 17.04.18","м. Кропивницький вул. Героїв України, 14, корп. 1 (позаду будинку)",48.50793300000879,32.2628,КП «Благоустрій» МРМК»,абрикос,1,№ 1050/03-01-06 від 20.04.18,20.04.18,True,№ 1050/03-01-06,20.04.18,"м. Кропивницький вул. Героїв України, 14, корп. 1"
203,203,"№ 3683
 від 17.04.18","м. Кропивницький вул. Євгена Тельнова, 11/31 (позаду під'їзду № 4)",48.5033796,32.2275926999992,КП «ЖЕО № 3» Міської ради міста Кропивницького,абрикос,3,№ 1050/03-01-06 від 20.04.18,20.04.18,True,№ 1050/03-01-06,20.04.18,"м. Кропивницький вул. Євгена Тельнова, 11/31"
204,204,"№ 3684
 від 17.04.18","м. Кропивницький вул. Академіка Тамма, 4-а",48.49983,32.2368152,ДНЗ № 63,акація,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Академіка Тамма, 4-а"
205,205,"№ 3684
 від 17.04.18","м. Кропивницький вул. Академіка Тамма, 4-а",48.499968,32.2368289,ДНЗ № 63,горіх,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Академіка Тамма, 4-а"
206,206,"№ 3684
 від 17.04.18","м. Кропивницький вул. Академіка Тамма, 4-а",48.499642,32.236884,ДНЗ № 63,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Академіка Тамма, 4-а"
207,207,"№ 3685
 від 17.04.18","м. Кропивницький просп. Університетський, 27",48.505514700000745,32.201768,ДНЗ № 63,абрикос діам.,1,№ 1050/03-01-06 від 20.04.18,20.04.18,True,№ 1050/03-01-06,20.04.18,"м. Кропивницький просп. Університетський, 27"
208,208,"№ 3685
 від 17.04.18","м. Кропивницький просп. Університетський, 27",48.505514700000894,32.201415000000004,ДНЗ № 63,верба плакуча -,1,№ 1050/03-01-06 від 20.04.18,20.04.18,True,№ 1050/03-01-06,20.04.18,"м. Кропивницький просп. Університетський, 27"
209,209,"№ 3685
 від 17.04.18","м. Кропивницький просп. Університетський, 29",48.50577029999282,32.201469,ДНЗ № 63,дуб,1,№ 1050/03-01-06 від 20.04.18,20.04.18,True,№ 1050/03-01-06,20.04.18,"м. Кропивницький просп. Університетський, 29"
210,210,"№ 3686
 від 17.04.18","м. Кропивницький вул. Архітектора Паученка, 66",48.50792120000106,32.273753,ОСББ «П'ятихатки 2-66»,акація,1,№ 1050/03-01-06 від 20.04.18,20.04.18,True,№ 1050/03-01-06,20.04.18,"м. Кропивницький вул. Архітектора Паученка, 66"
211,211,"№ 3686
 від 17.04.18","м. Кропивницький вул. Архітектора Паученка, 66",48.507921200009356,32.2737787,ОСББ «П'ятихатки 2-66»,яблуня,3,№ 1050/03-01-06 від 20.04.18,20.04.18,True,№ 1050/03-01-06,20.04.18,"м. Кропивницький вул. Архітектора Паученка, 66"
212,212,"№ 3686
 від 17.04.18","м. Кропивницький вул. Архітектора Паученка, 66",48.50792120000598,32.273709999999994,ОСББ «П'ятихатки 2-66»,клен,1,№ 1050/03-01-06 від 20.04.18,20.04.18,True,№ 1050/03-01-06,20.04.18,"м. Кропивницький вул. Архітектора Паученка, 66"
213,213,"№ 3686
 від 17.04.18","м. Кропивницький вул. Архітектора Паученка, 66",48.507921200001604,32.27379430000001,ОСББ «П'ятихатки 2-66»,яблуня,1,№ 1050/03-01-06 від 20.04.18,20.04.18,True,№ 1050/03-01-06,20.04.18,"м. Кропивницький вул. Архітектора Паученка, 66"
214,214,"№ 3686
 від 17.04.18","м. Кропивницький вул. Архітектора Паученка, 66",48.50792120000378,32.2737667,ОСББ «П'ятихатки 2-66»,шовковиця,1,№ 1050/03-01-06 від 20.04.18,20.04.18,True,№ 1050/03-01-06,20.04.18,"м. Кропивницький вул. Архітектора Паученка, 66"
215,215,"№ 3687
 від 17.04.18","м. Кропивницький вул. Арсенія Тарковського, уздовж дороги біля будинку № 76",48.50917000000001,32.27213300000041,гр. Владимирська А.М.,клен,1,№ 1050/03-01-06 від 20.04.18,20.04.18,True,№ 1050/03-01-06,20.04.18,"м. Кропивницький вул. Арсенія Тарковського, уздовж дороги біля будинку № 76"
216,216,"№ 3688
 від 17.04.18","м. Кропивницький вул. Вокзальна, 18, корп. 2",48.51835450000797,32.25398410000032,деп. Розгачов Р.О.,горобина,1,№ 1050/03-01-06 від 20.04.18,20.04.18,True,№ 1050/03-01-06,20.04.18,"м. Кропивницький вул. Вокзальна, 18, корп. 2"
217,217,"№ 3688
 від 17.04.18","м. Кропивницький вул. Вокзальна, 28",48.5156543,32.249782399999226,деп. Розгачов Р.О.,верба плакуча,1,№ 1050/03-01-06 від 20.04.18,20.04.18,True,№ 1050/03-01-06,20.04.18,"м. Кропивницький вул. Вокзальна, 28"
218,218,"№ 3689
 від 17.04.18","м. Кропивницький вул. Добровольського, 11",48.53681539999829,32.2705441,КП «Благоустрій» МРМК»,береза,1,№ 1050/03-01-06 від 20.04.18,20.04.18,True,№ 1050/03-01-06,20.04.18,"м. Кропивницький вул. Добровольського, 11"
219,219,"№ 3689
 від 17.04.18","м. Кропивницький вул. Добровольського, 18",48.53791470000001,32.27107189999929,КП «Благоустрій» МРМК»,берест,1,№ 1050/03-01-06 від 20.04.18,20.04.18,True,№ 1050/03-01-06,20.04.18,"м. Кропивницький вул. Добровольського, 18"
220,220,"№ 3689
 від 17.04.18",м. Кропивницький сквер «Слави»,48.50562,32.23631,КП «Благоустрій» МРМК»,береза,1,№ 1050/03-01-06 від 20.04.18,20.04.18,True,№ 1050/03-01-06,20.04.18,м. Кропивницький сквер «Слави»
221,221,"№ 3689
 від 17.04.18",м. Кропивницький сквер «Слави»,48.50562,32.2382,КП «Благоустрій» МРМК»,тополя,1,№ 1050/03-01-06 від 20.04.18,20.04.18,True,№ 1050/03-01-06,20.04.18,м. Кропивницький сквер «Слави»
222,222,"№ 3689
 від 17.04.18","м. Кропивницький вул. Карабінерна, 30",48.5071574,32.2762549,КП «Благоустрій» МРМК»,акація,1,№ 1050/03-01-06 від 20.04.18,20.04.18,True,№ 1050/03-01-06,20.04.18,"м. Кропивницький вул. Карабінерна, 30"
223,223,"№ 3689
 від 17.04.18","м. Кропивницький вул. Карабінерна, 30",48.507159,32.2762262,КП «Благоустрій» МРМК»,липа,1,№ 1050/03-01-06 від 20.04.18,20.04.18,True,№ 1050/03-01-06,20.04.18,"м. Кропивницький вул. Карабінерна, 30"
224,224,"№ 3689
 від 17.04.18","м. Кропивницький вул. Віктора Чміленка, 71",48.50844,32.2695188,КП «Благоустрій» МРМК»,липа,2,№ 1050/03-01-06 від 20.04.18,20.04.18,True,№ 1050/03-01-06,20.04.18,"м. Кропивницький вул. Віктора Чміленка, 71"
225,225,"№ 3689
 від 17.04.18","м. Кропивницький вул. Вокзальна, 28",48.5156771,32.24978239999988,КП «Благоустрій» МРМК»,тополя,1,№ 1050/03-01-06 від 20.04.18,20.04.18,True,№ 1050/03-01-06,20.04.18,"м. Кропивницький вул. Вокзальна, 28"
226,226,"№ 3689
 від 17.04.18","м. Кропивницький вул. Преображенська, 8",48.50709459999524,32.264486,КП «Благоустрій» МРМК»,ялина,1,№ 1050/03-01-06 від 20.04.18,20.04.18,True,№ 1050/03-01-06,20.04.18,"м. Кропивницький вул. Преображенська, 8"
227,227,"№ 3689
 від 17.04.18","м. Кропивницький вул. Тараса Карпи, між № 60 та 62",48.507276700007836,32.2700974,КП «Благоустрій» МРМК»,клен,1,№ 1050/03-01-06 від 20.04.18,20.04.18,True,№ 1050/03-01-06,20.04.18,"м. Кропивницький вул. Тараса Карпи, між № 60 та 62"
228,228,"№ 3689
 від 17.04.18","м. Кропивницький вул. Юрія Олефіренка, 14-а",48.5170256,32.2568937,КП «Благоустрій» МРМК»,черешня,1,№ 1050/03-01-06 від 20.04.18,20.04.18,True,№ 1050/03-01-06,20.04.18,"м. Кропивницький вул. Юрія Олефіренка, 14-а"
229,229,"№ 3689
 від 17.04.18","м. Кропивницький вул. Короленка, 40",48.537211199993905,32.2681942,КП «Благоустрій» МРМК»,акація,1,№ 1050/03-01-06 від 20.04.18,20.04.18,True,№ 1050/03-01-06,20.04.18,"м. Кропивницький вул. Короленка, 40"
230,230,"№ 3689
 від 17.04.18","м. Кропивницький вул. Гоголя, 85",48.50886999999162,32.266999999999996,КП «Благоустрій» МРМК»,бузок (кущ),1,№ 1050/03-01-06 від 20.04.18,20.04.18,True,№ 1050/03-01-06,20.04.18,"м. Кропивницький вул. Гоголя, 85"
231,231,"№ 3690
 від 25.04.18","м. Кропивницький вул. Миру, 17-а",48.525518,32.274996,КП «ЖЕО № 1» Міської ради міста Кропивницького,верба плакуча,1,№ 1357/03-01-06 від 22.05.18,22.05.18,True,№ 1357/03-01-06,22.05.18,"м. Кропивницький вул. Миру, 17-а"
232,232,"№ 3690
 від 25.04.18","м. Кропивницький вул. Миру, 17-а",48.525563,32.2749211,КП «ЖЕО № 1» Міської ради міста Кропивницького,берест,1,№ 1357/03-01-06 від 22.05.18,22.05.18,True,№ 1357/03-01-06,22.05.18,"м. Кропивницький вул. Миру, 17-а"
233,233,"№ 3691
 від 25.04.18","м. Кропивницький вул. Гоголя, 122-а (у дворі)",48.504412,32.274211,КП «ЖЕО № 3» Міської ради міста Кропивницького,шовковиця,1,№ 1357/03-01-06 від 22.05.18,22.05.18,True,№ 1357/03-01-06,22.05.18,"м. Кропивницький вул. Гоголя, 122-а"
234,234,"№ 3692
 від 25.04.18","м. Кропивницький вул. Островського, 2, корп. 2 (з боку
 вул. Островського)",48.508263199993145,32.2599478,ПП Шмідт В.В.,тополя,3,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Островського, 2, корп. 2"
235,235,"№ 3693
 від 25.04.18","м. Кропивницький вул. Лінія, 10, буд. 56",48.5079330000057,32.262803000000005,КП «ЖЕК № 9» Міської ради міста Кропивницького,черешня,1,№ 1357/03-01-06 від 22.05.18,22.05.18,True,№ 1357/03-01-06,22.05.18,"м. Кропивницький вул. Лінія, 10, буд. 56"
236,236,"№ 3693
 від 25.04.18","м. Кропивницький вул. Лінія, 1, буд. 3",48.507933000009366,32.262429,КП «ЖЕК № 9» Міської ради міста Кропивницького,горіх,1,№ 1357/03-01-06 від 22.05.18,22.05.18,True,№ 1357/03-01-06,22.05.18,"м. Кропивницький вул. Лінія, 1, буд. 3"
237,237,"№ 3693
 від 25.04.18","м. Кропивницький вул. Лінія, 9, буд. 41",48.50793300000711,32.262547999999995,КП «ЖЕК № 9» Міської ради міста Кропивницького,горіх,1,№ 1357/03-01-06 від 22.05.18,22.05.18,True,№ 1357/03-01-06,22.05.18,"м. Кропивницький вул. Лінія, 9, буд. 41"
238,238,"№ 3694
 від 25.04.18","м. Кропивницький вул. Вокзальна, 4 (уздовж дороги)",48.52283320000001,32.2583124,КП «Благоустрій» МРМК»,акація,1,№ 1357/03-01-06 від 22.05.18,22.05.18,True,№ 1357/03-01-06,22.05.18,"м. Кропивницький вул. Вокзальна, 4"
239,239,"№ 3695
 від 25.04.18","м. Кропивницький вул. Віктора Чміленка, 94 (уздовж дороги)",48.50833950000001,32.2690922,КП «Благоустрій» МРМК»,клен,1,№ 1357/03-01-06 від 22.05.18,22.05.18,True,№ 1357/03-01-06,22.05.18,"м. Кропивницький вул. Віктора Чміленка, 94"
240,240,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд. № 5",48.50793300000709,32.262145000000004,КП «Благоустрій» МРМК»,тополя,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд. № 5"
241,241,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд. № 7",48.50793300000731,32.262288,КП «Благоустрій» МРМК»,тополя,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд. № 7"
242,242,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд. № 10",50.4934,30.5879,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд. № 10"
243,243,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд. № 10",50.4671,30.5522,КП «Благоустрій» МРМК»,акація,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд. № 10"
244,244,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд. № 11/3",48.50793300000184,32.262811,КП «Благоустрій» МРМК»,тополя,2,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд. № 11/3"
245,245,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд. № 12",48.50793300000863,32.262801,КП «Благоустрій» МРМК»,липа,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд. № 12"
246,246,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, навпроти входу до коледжу",48.50793300000539,32.262471000000005,КП «Благоустрій» МРМК»,акація,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, навпроти входу до коледжу"
247,247,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд. № 18",48.50793300000282,32.262401000000004,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд. № 18"
248,248,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд. № 28",48.50793300000231,32.262974,КП «Благоустрій» МРМК»,акація,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд. № 28"
249,249,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд. № 32",48.507933000006894,32.262108000000005,КП «Благоустрій» МРМК»,акація,2,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд. № 32"
250,250,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд. № 34",48.50793300000539,32.262698,КП «Благоустрій» МРМК»,акація,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд. № 34"
251,251,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд. № 36",48.50793300000618,32.26238,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд. № 36"
252,252,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд. № 42",48.50793300000429,32.262132,КП «Благоустрій» МРМК»,"акація,",2,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд. № 42"
253,253,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд. № 47",48.50793300000951,32.262536,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд. № 47"
254,254,"№ 3696
 від 04.05.18","м. Кропивницький вул. Київська, уздовж дороги біля буд. № 49",48.50793300000644,32.262733000000004,КП «Благоустрій» МРМК»,клен,1,NotYet,NotYet,False,NotYet,NotYet,"м. Кропивницький вул. Київська, уздовж дороги біля буд. № 49"
